num_params,threshold,keep_first_last,dataset,Size (bytes)
22876,0.003,True,FEMNIST,183008
22370,0.003,True,FEMNIST,178960
22609,0.003,True,FEMNIST,180872
23907,0.003,True,FEMNIST,191256
22063,0.003,True,FEMNIST,176504
22462,0.003,True,FEMNIST,179696
22824,0.003,True,FEMNIST,182592
21854,0.003,True,FEMNIST,174832
22814,0.003,True,FEMNIST,182512
22196,0.003,True,FEMNIST,177568
22747,0.003,True,FEMNIST,181976
22204,0.003,True,FEMNIST,177632
22514,0.003,True,FEMNIST,180112
21944,0.003,True,FEMNIST,175552
23929,0.003,True,FEMNIST,191432
22262,0.003,True,FEMNIST,178096
22759,0.003,True,FEMNIST,182072
22646,0.003,True,FEMNIST,181168
22628,0.003,True,FEMNIST,181024
22513,0.003,True,FEMNIST,180104
23908,0.003,True,FEMNIST,191264
22725,0.003,True,FEMNIST,181800
22172,0.003,True,FEMNIST,177376
23513,0.003,True,FEMNIST,188104
21930,0.003,True,FEMNIST,175440
22848,0.003,True,FEMNIST,182784
22872,0.003,True,FEMNIST,182976
22411,0.003,True,FEMNIST,179288
24032,0.003,True,FEMNIST,192256
22566,0.003,True,FEMNIST,180528
22638,0.003,True,FEMNIST,181104
22671,0.003,True,FEMNIST,181368
22637,0.003,True,FEMNIST,181096
22910,0.003,True,FEMNIST,183280
22681,0.003,True,FEMNIST,181448
23597,0.003,True,FEMNIST,188776
22506,0.003,True,FEMNIST,180048
22194,0.003,True,FEMNIST,177552
22692,0.003,True,FEMNIST,181536
21845,0.003,True,FEMNIST,174760
22666,0.003,True,FEMNIST,181328
23567,0.003,True,FEMNIST,188536
22558,0.003,True,FEMNIST,180464
23166,0.003,True,FEMNIST,185328
22426,0.003,True,FEMNIST,179408
22760,0.003,True,FEMNIST,182080
22803,0.003,True,FEMNIST,182424
22656,0.003,True,FEMNIST,181248
22351,0.003,True,FEMNIST,178808
22863,0.003,True,FEMNIST,182904
23433,0.003,True,FEMNIST,187464
21977,0.003,True,FEMNIST,175816
22997,0.003,True,FEMNIST,183976
22075,0.003,True,FEMNIST,176600
22440,0.003,True,FEMNIST,179520
22879,0.003,True,FEMNIST,183032
22731,0.003,True,FEMNIST,181848
23352,0.003,True,FEMNIST,186816
22140,0.003,True,FEMNIST,177120
23737,0.003,True,FEMNIST,189896
22065,0.003,True,FEMNIST,176520
22698,0.003,True,FEMNIST,181584
23048,0.003,True,FEMNIST,184384
22736,0.003,True,FEMNIST,181888
22631,0.003,True,FEMNIST,181048
22758,0.003,True,FEMNIST,182064
22340,0.003,True,FEMNIST,178720
22616,0.003,True,FEMNIST,180928
22836,0.003,True,FEMNIST,182688
23634,0.003,True,FEMNIST,189072
21853,0.003,True,FEMNIST,174824
22879,0.003,True,FEMNIST,183032
22964,0.003,True,FEMNIST,183712
22767,0.003,True,FEMNIST,182136
22888,0.003,True,FEMNIST,183104
23544,0.003,True,FEMNIST,188352
22541,0.003,True,FEMNIST,180328
22465,0.003,True,FEMNIST,179720
23101,0.003,True,FEMNIST,184808
22665,0.003,True,FEMNIST,181320
22496,0.003,True,FEMNIST,179968
22415,0.003,True,FEMNIST,179320
23683,0.003,True,FEMNIST,189464
23956,0.003,True,FEMNIST,191648
22910,0.003,True,FEMNIST,183280
22455,0.003,True,FEMNIST,179640
22037,0.003,True,FEMNIST,176296
22294,0.003,True,FEMNIST,178352
43229,0.001,True,FEMNIST,345832
42184,0.001,True,FEMNIST,337472
43322,0.001,True,FEMNIST,346576
38734,0.001,True,FEMNIST,309872
44735,0.001,True,FEMNIST,357880
41299,0.001,True,FEMNIST,330392
44110,0.001,True,FEMNIST,352880
43150,0.001,True,FEMNIST,345200
42543,0.001,True,FEMNIST,340344
42504,0.001,True,FEMNIST,340032
43953,0.001,True,FEMNIST,351624
46202,0.001,True,FEMNIST,369616
45790,0.001,True,FEMNIST,366320
42671,0.001,True,FEMNIST,341368
47568,0.001,True,FEMNIST,380544
45299,0.001,True,FEMNIST,362392
47353,0.001,True,FEMNIST,378824
47788,0.001,True,FEMNIST,382304
46997,0.001,True,FEMNIST,375976
43479,0.001,True,FEMNIST,347832
48580,0.001,True,FEMNIST,388640
44959,0.001,True,FEMNIST,359672
41505,0.001,True,FEMNIST,332040
48546,0.001,True,FEMNIST,388368
46368,0.001,True,FEMNIST,370944
46842,0.001,True,FEMNIST,374736
46643,0.001,True,FEMNIST,373144
45624,0.001,True,FEMNIST,364992
45258,0.001,True,FEMNIST,362064
48903,0.001,True,FEMNIST,391224
42063,0.001,True,FEMNIST,336504
48177,0.001,True,FEMNIST,385416
46273,0.001,True,FEMNIST,370184
47893,0.001,True,FEMNIST,383144
42632,0.001,True,FEMNIST,341056
40881,0.001,True,FEMNIST,327048
51320,0.001,True,FEMNIST,410560
51574,0.001,True,FEMNIST,412592
44576,0.001,True,FEMNIST,356608
48844,0.001,True,FEMNIST,390752
45285,0.001,True,FEMNIST,362280
53011,0.001,True,FEMNIST,424088
52668,0.001,True,FEMNIST,421344
49785,0.001,True,FEMNIST,398280
48428,0.001,True,FEMNIST,387424
52011,0.001,True,FEMNIST,416088
50456,0.001,True,FEMNIST,403648
44348,0.001,True,FEMNIST,354784
57075,0.001,True,FEMNIST,456600
60319,0.001,True,FEMNIST,482552
59290,0.001,True,FEMNIST,474320
58771,0.001,True,FEMNIST,470168
59147,0.001,True,FEMNIST,473176
55340,0.001,True,FEMNIST,442720
56342,0.001,True,FEMNIST,450736
51377,0.001,True,FEMNIST,411016
48101,0.001,True,FEMNIST,384808
53927,0.001,True,FEMNIST,431416
57142,0.001,True,FEMNIST,457136
56376,0.001,True,FEMNIST,451008
72919,0.001,True,FEMNIST,583352
68101,0.001,True,FEMNIST,544808
61992,0.001,True,FEMNIST,495936
73452,0.001,True,FEMNIST,587616
73470,0.001,True,FEMNIST,587760
69383,0.001,True,FEMNIST,555064
71155,0.001,True,FEMNIST,569240
70495,0.001,True,FEMNIST,563960
72040,0.001,True,FEMNIST,576320
73155,0.001,True,FEMNIST,585240
72221,0.001,True,FEMNIST,577768
71098,0.001,True,FEMNIST,568784
88043,0.001,True,FEMNIST,704344
88633,0.001,True,FEMNIST,709064
86736,0.001,True,FEMNIST,693888
85627,0.001,True,FEMNIST,685016
88371,0.001,True,FEMNIST,706968
88751,0.001,True,FEMNIST,710008
88875,0.001,True,FEMNIST,711000
88219,0.001,True,FEMNIST,705752
85392,0.001,True,FEMNIST,683136
88540,0.001,True,FEMNIST,708320
91849,0.001,True,FEMNIST,734792
90198,0.001,True,FEMNIST,721584
100344,0.001,True,FEMNIST,802752
100841,0.001,True,FEMNIST,806728
98701,0.001,True,FEMNIST,789608
100034,0.001,True,FEMNIST,800272
102858,0.001,True,FEMNIST,822864
100349,0.001,True,FEMNIST,802792
100512,0.001,True,FEMNIST,804096
99659,0.001,True,FEMNIST,797272
102089,0.001,True,FEMNIST,816712
98401,0.001,True,FEMNIST,787208
99017,0.001,True,FEMNIST,792136
102288,0.001,True,FEMNIST,818304
112300,0.001,True,FEMNIST,898400
108387,0.001,True,FEMNIST,867096
106874,0.001,True,FEMNIST,854992
105411,0.001,True,FEMNIST,843288
107284,0.001,True,FEMNIST,858272
111321,0.001,True,FEMNIST,890568
107189,0.001,True,FEMNIST,857512
107728,0.001,True,FEMNIST,861824
111688,0.001,True,FEMNIST,893504
108210,0.001,True,FEMNIST,865680
106704,0.001,True,FEMNIST,853632
105946,0.001,True,FEMNIST,847568
113161,0.001,True,FEMNIST,905288
113899,0.001,True,FEMNIST,911192
113938,0.001,True,FEMNIST,911504
119097,0.001,True,FEMNIST,952776
112990,0.001,True,FEMNIST,903920
119484,0.001,True,FEMNIST,955872
114554,0.001,True,FEMNIST,916432
113915,0.001,True,FEMNIST,911320
114546,0.001,True,FEMNIST,916368
112852,0.001,True,FEMNIST,902816
114271,0.001,True,FEMNIST,914168
120498,0.001,True,FEMNIST,963984
124226,0.001,True,FEMNIST,993808
117294,0.001,True,FEMNIST,938352
120998,0.001,True,FEMNIST,967984
118752,0.001,True,FEMNIST,950016
120494,0.001,True,FEMNIST,963952
122615,0.001,True,FEMNIST,980920
117474,0.001,True,FEMNIST,939792
117161,0.001,True,FEMNIST,937288
118946,0.001,True,FEMNIST,951568
118896,0.001,True,FEMNIST,951168
117913,0.001,True,FEMNIST,943304
118923,0.001,True,FEMNIST,951384
127372,0.001,True,FEMNIST,1018976
118655,0.001,True,FEMNIST,949240
121109,0.001,True,FEMNIST,968872
118921,0.001,True,FEMNIST,951368
119333,0.001,True,FEMNIST,954664
121763,0.001,True,FEMNIST,974104
121860,0.001,True,FEMNIST,974880
123202,0.001,True,FEMNIST,985616
123644,0.001,True,FEMNIST,989152
124347,0.001,True,FEMNIST,994776
120688,0.001,True,FEMNIST,965504
121094,0.001,True,FEMNIST,968752
119905,0.001,True,FEMNIST,959240
127057,0.001,True,FEMNIST,1016456
120226,0.001,True,FEMNIST,961808
124892,0.001,True,FEMNIST,999136
122944,0.001,True,FEMNIST,983552
122879,0.001,True,FEMNIST,983032
123784,0.001,True,FEMNIST,990272
119719,0.001,True,FEMNIST,957752
122147,0.001,True,FEMNIST,977176
122922,0.001,True,FEMNIST,983376
128822,0.001,True,FEMNIST,1030576
122710,0.001,True,FEMNIST,981680
125065,0.001,True,FEMNIST,1000520
124681,0.001,True,FEMNIST,997448
120483,0.001,True,FEMNIST,963864
124071,0.001,True,FEMNIST,992568
121912,0.001,True,FEMNIST,975296
121445,0.001,True,FEMNIST,971560
119587,0.001,True,FEMNIST,956696
124570,0.001,True,FEMNIST,996560
123632,0.001,True,FEMNIST,989056
128350,0.001,True,FEMNIST,1026800
128618,0.001,True,FEMNIST,1028944
123953,0.001,True,FEMNIST,991624
125189,0.001,True,FEMNIST,1001512
125271,0.001,True,FEMNIST,1002168
122624,0.001,True,FEMNIST,980992
123911,0.001,True,FEMNIST,991288
119481,0.001,True,FEMNIST,955848
126679,0.001,True,FEMNIST,1013432
124518,0.001,True,FEMNIST,996144
122145,0.001,True,FEMNIST,977160
125204,0.001,True,FEMNIST,1001632
128966,0.001,True,FEMNIST,1031728
130241,0.001,True,FEMNIST,1041928
123069,0.001,True,FEMNIST,984552
120998,0.001,True,FEMNIST,967984
130256,0.001,True,FEMNIST,1042048
125570,0.001,True,FEMNIST,1004560
123042,0.001,True,FEMNIST,984336
125884,0.001,True,FEMNIST,1007072
128108,0.001,True,FEMNIST,1024864
124976,0.001,True,FEMNIST,999808
124788,0.001,True,FEMNIST,998304
128452,0.001,True,FEMNIST,1027616
121562,0.001,True,FEMNIST,972496
124688,0.001,True,FEMNIST,997504
123315,0.001,True,FEMNIST,986520
123565,0.001,True,FEMNIST,988520
126617,0.001,True,FEMNIST,1012936
122672,0.001,True,FEMNIST,981376
123365,0.001,True,FEMNIST,986920
124709,0.001,True,FEMNIST,997672
126566,0.001,True,FEMNIST,1012528
124984,0.001,True,FEMNIST,999872
130599,0.001,True,FEMNIST,1044792
122474,0.001,True,FEMNIST,979792
124399,0.001,True,FEMNIST,995192
125445,0.001,True,FEMNIST,1003560
125210,0.001,True,FEMNIST,1001680
124002,0.001,True,FEMNIST,992016
127400,0.001,True,FEMNIST,1019200
129897,0.001,True,FEMNIST,1039176
124329,0.001,True,FEMNIST,994632
125213,0.001,True,FEMNIST,1001704
125963,0.001,True,FEMNIST,1007704
124184,0.001,True,FEMNIST,993472
124532,0.001,True,FEMNIST,996256
126736,0.001,True,FEMNIST,1013888
123493,0.001,True,FEMNIST,987944
129223,0.001,True,FEMNIST,1033784
125509,0.001,True,FEMNIST,1004072
125967,0.001,True,FEMNIST,1007736
124940,0.001,True,FEMNIST,999520
124301,0.001,True,FEMNIST,994408
128175,0.001,True,FEMNIST,1025400
125834,0.001,True,FEMNIST,1006672
130080,0.001,True,FEMNIST,1040640
124094,0.001,True,FEMNIST,992752
122419,0.001,True,FEMNIST,979352
124099,0.001,True,FEMNIST,992792
127209,0.001,True,FEMNIST,1017672
119303,0.001,True,FEMNIST,954424
125397,0.001,True,FEMNIST,1003176
128731,0.001,True,FEMNIST,1029848
126860,0.001,True,FEMNIST,1014880
122342,0.001,True,FEMNIST,978736
123860,0.001,True,FEMNIST,990880
128010,0.001,True,FEMNIST,1024080
127385,0.001,True,FEMNIST,1019080
126087,0.001,True,FEMNIST,1008696
125244,0.001,True,FEMNIST,1001952
130781,0.001,True,FEMNIST,1046248
126633,0.001,True,FEMNIST,1013064
127392,0.001,True,FEMNIST,1019136
125553,0.001,True,FEMNIST,1004424
124536,0.001,True,FEMNIST,996288
128908,0.001,True,FEMNIST,1031264
125854,0.001,True,FEMNIST,1006832
125074,0.001,True,FEMNIST,1000592
130181,0.001,True,FEMNIST,1041448
125958,0.001,True,FEMNIST,1007664
127409,0.001,True,FEMNIST,1019272
126156,0.001,True,FEMNIST,1009248
125834,0.001,True,FEMNIST,1006672
130507,0.001,True,FEMNIST,1044056
126651,0.001,True,FEMNIST,1013208
123134,0.001,True,FEMNIST,985072
124717,0.001,True,FEMNIST,997736
126779,0.001,True,FEMNIST,1014232
125562,0.001,True,FEMNIST,1004496
130799,0.001,True,FEMNIST,1046392
130974,0.001,True,FEMNIST,1047792
124301,0.001,True,FEMNIST,994408
125405,0.001,True,FEMNIST,1003240
123992,0.001,True,FEMNIST,991936
128283,0.001,True,FEMNIST,1026264
126866,0.001,True,FEMNIST,1014928
126975,0.001,True,FEMNIST,1015800
124555,0.001,True,FEMNIST,996440
124701,0.001,True,FEMNIST,997608
128942,0.001,True,FEMNIST,1031536
126209,0.001,True,FEMNIST,1009672
107664,0.001,True,FEMNIST,861312
125472,0.001,True,FEMNIST,1003776
127251,0.001,True,FEMNIST,1018008
124559,0.001,True,FEMNIST,996472
123824,0.001,True,FEMNIST,990592
126136,0.001,True,FEMNIST,1009088
124453,0.001,True,FEMNIST,995624
125463,0.001,True,FEMNIST,1003704
129595,0.001,True,FEMNIST,1036760
130632,0.001,True,FEMNIST,1045056
127878,0.001,True,FEMNIST,1023024
126528,0.001,True,FEMNIST,1012224
124897,0.001,True,FEMNIST,999176
127220,0.001,True,FEMNIST,1017760
127486,0.001,True,FEMNIST,1019888
127020,0.001,True,FEMNIST,1016160
123231,0.001,True,FEMNIST,985848
126027,0.001,True,FEMNIST,1008216
124790,0.001,True,FEMNIST,998320
131270,0.001,True,FEMNIST,1050160
123160,0.001,True,FEMNIST,985280
127840,0.001,True,FEMNIST,1022720
126032,0.001,True,FEMNIST,1008256
127375,0.001,True,FEMNIST,1019000
124848,0.001,True,FEMNIST,998784
130272,0.001,True,FEMNIST,1042176
128217,0.001,True,FEMNIST,1025736
124133,0.001,True,FEMNIST,993064
126781,0.001,True,FEMNIST,1014248
123685,0.001,True,FEMNIST,989480
126323,0.001,True,FEMNIST,1010584
126558,0.001,True,FEMNIST,1012464
124706,0.001,True,FEMNIST,997648
124358,0.001,True,FEMNIST,994864
126349,0.001,True,FEMNIST,1010792
126705,0.001,True,FEMNIST,1013640
127163,0.001,True,FEMNIST,1017304
127337,0.001,True,FEMNIST,1018696
127559,0.001,True,FEMNIST,1020472
125727,0.001,True,FEMNIST,1005816
130699,0.001,True,FEMNIST,1045592
123858,0.001,True,FEMNIST,990864
124494,0.001,True,FEMNIST,995952
123989,0.001,True,FEMNIST,991912
125540,0.001,True,FEMNIST,1004320
128679,0.001,True,FEMNIST,1029432
132139,0.001,True,FEMNIST,1057112
121961,0.001,True,FEMNIST,975688
126456,0.001,True,FEMNIST,1011648
127137,0.001,True,FEMNIST,1017096
126403,0.001,True,FEMNIST,1011224
125418,0.001,True,FEMNIST,1003344
124295,0.001,True,FEMNIST,994360
125105,0.001,True,FEMNIST,1000840
128418,0.001,True,FEMNIST,1027344
132892,0.001,True,FEMNIST,1063136
121972,0.001,True,FEMNIST,975776
128706,0.001,True,FEMNIST,1029648
125909,0.001,True,FEMNIST,1007272
124754,0.001,True,FEMNIST,998032
126107,0.001,True,FEMNIST,1008856
126499,0.001,True,FEMNIST,1011992
131299,0.001,True,FEMNIST,1050392
123306,0.001,True,FEMNIST,986448
130324,0.001,True,FEMNIST,1042592
124051,0.001,True,FEMNIST,992408
125771,0.001,True,FEMNIST,1006168
125375,0.001,True,FEMNIST,1003000
128278,0.001,True,FEMNIST,1026224
126123,0.001,True,FEMNIST,1008984
128338,0.001,True,FEMNIST,1026704
123271,0.001,True,FEMNIST,986168
123301,0.001,True,FEMNIST,986408
126339,0.001,True,FEMNIST,1010712
132364,0.001,True,FEMNIST,1058912
123082,0.001,True,FEMNIST,984656
127878,0.001,True,FEMNIST,1023024
128689,0.001,True,FEMNIST,1029512
126306,0.001,True,FEMNIST,1010448
127575,0.001,True,FEMNIST,1020600
130731,0.001,True,FEMNIST,1045848
126596,0.001,True,FEMNIST,1012768
122239,0.001,True,FEMNIST,977912
126338,0.001,True,FEMNIST,1010704
124917,0.001,True,FEMNIST,999336
126104,0.001,True,FEMNIST,1008832
123993,0.001,True,FEMNIST,991944
132723,0.001,True,FEMNIST,1061784
130775,0.001,True,FEMNIST,1046200
127434,0.001,True,FEMNIST,1019472
127548,0.001,True,FEMNIST,1020384
122537,0.001,True,FEMNIST,980296
128004,0.001,True,FEMNIST,1024032
1165,0.01,False,FEMNIST,9320
1098,0.01,False,FEMNIST,8784
1671,0.01,False,FEMNIST,13368
973,0.01,False,FEMNIST,7784
1130,0.01,False,FEMNIST,9040
1103,0.01,False,FEMNIST,8824
1125,0.01,False,FEMNIST,9000
1096,0.01,False,FEMNIST,8768
1152,0.01,False,FEMNIST,9216
1087,0.01,False,FEMNIST,8696
1792,0.01,False,FEMNIST,14336
1734,0.01,False,FEMNIST,13872
1469,0.01,False,FEMNIST,11752
1597,0.01,False,FEMNIST,12776
1408,0.01,False,FEMNIST,11264
1440,0.01,False,FEMNIST,11520
1429,0.01,False,FEMNIST,11432
1478,0.01,False,FEMNIST,11824
1503,0.01,False,FEMNIST,12024
1554,0.01,False,FEMNIST,12432
1464,0.01,False,FEMNIST,11712
1430,0.01,False,FEMNIST,11440
1599,0.01,False,FEMNIST,12792
1503,0.01,False,FEMNIST,12024
1614,0.01,False,FEMNIST,12912
1604,0.01,False,FEMNIST,12832
1507,0.01,False,FEMNIST,12056
1501,0.01,False,FEMNIST,12008
1511,0.01,False,FEMNIST,12088
1617,0.01,False,FEMNIST,12936
1552,0.01,False,FEMNIST,12416
1525,0.01,False,FEMNIST,12200
1469,0.01,False,FEMNIST,11752
1540,0.01,False,FEMNIST,12320
1437,0.01,False,FEMNIST,11496
1528,0.01,False,FEMNIST,12224
1480,0.01,False,FEMNIST,11840
1490,0.01,False,FEMNIST,11920
1559,0.01,False,FEMNIST,12472
1563,0.01,False,FEMNIST,12504
1522,0.01,False,FEMNIST,12176
1527,0.01,False,FEMNIST,12216
1429,0.01,False,FEMNIST,11432
1464,0.01,False,FEMNIST,11712
1443,0.01,False,FEMNIST,11544
1519,0.01,False,FEMNIST,12152
1487,0.01,False,FEMNIST,11896
1480,0.01,False,FEMNIST,11840
1496,0.01,False,FEMNIST,11968
1475,0.01,False,FEMNIST,11800
1517,0.01,False,FEMNIST,12136
1550,0.01,False,FEMNIST,12400
1476,0.01,False,FEMNIST,11808
1475,0.01,False,FEMNIST,11800
1470,0.01,False,FEMNIST,11760
1456,0.01,False,FEMNIST,11648
1467,0.01,False,FEMNIST,11736
1367,0.01,False,FEMNIST,10936
1476,0.01,False,FEMNIST,11808
1490,0.01,False,FEMNIST,11920
1556,0.01,False,FEMNIST,12448
1450,0.01,False,FEMNIST,11600
1479,0.01,False,FEMNIST,11832
1471,0.01,False,FEMNIST,11768
1460,0.01,False,FEMNIST,11680
1436,0.01,False,FEMNIST,11488
1477,0.01,False,FEMNIST,11816
1508,0.01,False,FEMNIST,12064
1494,0.01,False,FEMNIST,11952
1486,0.01,False,FEMNIST,11888
1484,0.01,False,FEMNIST,11872
1500,0.01,False,FEMNIST,12000
1531,0.01,False,FEMNIST,12248
1441,0.01,False,FEMNIST,11528
1565,0.01,False,FEMNIST,12520
1449,0.01,False,FEMNIST,11592
1411,0.01,False,FEMNIST,11288
1492,0.01,False,FEMNIST,11936
1477,0.01,False,FEMNIST,11816
1503,0.01,False,FEMNIST,12024
1457,0.01,False,FEMNIST,11656
1499,0.01,False,FEMNIST,11992
1397,0.01,False,FEMNIST,11176
1394,0.01,False,FEMNIST,11152
1486,0.01,False,FEMNIST,11888
1421,0.01,False,FEMNIST,11368
1477,0.01,False,FEMNIST,11816
1469,0.01,False,FEMNIST,11752
1451,0.01,False,FEMNIST,11608
1507,0.01,False,FEMNIST,12056
1558,0.01,False,FEMNIST,12464
1412,0.01,False,FEMNIST,11296
1454,0.01,False,FEMNIST,11632
1563,0.01,False,FEMNIST,12504
1499,0.01,False,FEMNIST,11992
1403,0.01,False,FEMNIST,11224
1431,0.01,False,FEMNIST,11448
1403,0.01,False,FEMNIST,11224
1506,0.01,False,FEMNIST,12048
1561,0.01,False,FEMNIST,12488
1443,0.01,False,FEMNIST,11544
1496,0.01,False,FEMNIST,11968
1437,0.01,False,FEMNIST,11496
1500,0.01,False,FEMNIST,12000
1461,0.01,False,FEMNIST,11688
1548,0.01,False,FEMNIST,12384
1468,0.01,False,FEMNIST,11744
1507,0.01,False,FEMNIST,12056
1457,0.01,False,FEMNIST,11656
1460,0.01,False,FEMNIST,11680
1632,0.01,False,FEMNIST,13056
1501,0.01,False,FEMNIST,12008
1612,0.01,False,FEMNIST,12896
1403,0.01,False,FEMNIST,11224
1527,0.01,False,FEMNIST,12216
1501,0.01,False,FEMNIST,12008
1488,0.01,False,FEMNIST,11904
1438,0.01,False,FEMNIST,11504
1556,0.01,False,FEMNIST,12448
1468,0.01,False,FEMNIST,11744
1421,0.01,False,FEMNIST,11368
1421,0.01,False,FEMNIST,11368
1402,0.01,False,FEMNIST,11216
1515,0.01,False,FEMNIST,12120
1587,0.01,False,FEMNIST,12696
1506,0.01,False,FEMNIST,12048
1475,0.01,False,FEMNIST,11800
1566,0.01,False,FEMNIST,12528
1591,0.01,False,FEMNIST,12728
1441,0.01,False,FEMNIST,11528
1483,0.01,False,FEMNIST,11864
1508,0.01,False,FEMNIST,12064
1507,0.01,False,FEMNIST,12056
1335,0.01,False,FEMNIST,10680
1387,0.01,False,FEMNIST,11096
1491,0.01,False,FEMNIST,11928
1433,0.01,False,FEMNIST,11464
1464,0.01,False,FEMNIST,11712
1457,0.01,False,FEMNIST,11656
1498,0.01,False,FEMNIST,11984
1559,0.01,False,FEMNIST,12472
1480,0.01,False,FEMNIST,11840
1492,0.01,False,FEMNIST,11936
1411,0.01,False,FEMNIST,11288
1543,0.01,False,FEMNIST,12344
1470,0.01,False,FEMNIST,11760
1418,0.01,False,FEMNIST,11344
1549,0.01,False,FEMNIST,12392
1428,0.01,False,FEMNIST,11424
1408,0.01,False,FEMNIST,11264
1461,0.01,False,FEMNIST,11688
1485,0.01,False,FEMNIST,11880
1520,0.01,False,FEMNIST,12160
1515,0.01,False,FEMNIST,12120
1550,0.01,False,FEMNIST,12400
1501,0.01,False,FEMNIST,12008
1590,0.01,False,FEMNIST,12720
1531,0.01,False,FEMNIST,12248
1479,0.01,False,FEMNIST,11832
1431,0.01,False,FEMNIST,11448
1484,0.01,False,FEMNIST,11872
1464,0.01,False,FEMNIST,11712
1381,0.01,False,FEMNIST,11048
1473,0.01,False,FEMNIST,11784
1355,0.01,False,FEMNIST,10840
1567,0.01,False,FEMNIST,12536
1521,0.01,False,FEMNIST,12168
1475,0.01,False,FEMNIST,11800
1409,0.01,False,FEMNIST,11272
1438,0.01,False,FEMNIST,11504
1451,0.01,False,FEMNIST,11608
1473,0.01,False,FEMNIST,11784
1392,0.01,False,FEMNIST,11136
1645,0.01,False,FEMNIST,13160
1429,0.01,False,FEMNIST,11432
1495,0.01,False,FEMNIST,11960
1484,0.01,False,FEMNIST,11872
1608,0.01,False,FEMNIST,12864
1555,0.01,False,FEMNIST,12440
1375,0.01,False,FEMNIST,11000
1478,0.01,False,FEMNIST,11824
1571,0.01,False,FEMNIST,12568
1473,0.01,False,FEMNIST,11784
1536,0.01,False,FEMNIST,12288
1537,0.01,False,FEMNIST,12296
1686,0.01,False,FEMNIST,13488
1512,0.01,False,FEMNIST,12096
1498,0.01,False,FEMNIST,11984
1538,0.01,False,FEMNIST,12304
1455,0.01,False,FEMNIST,11640
1495,0.01,False,FEMNIST,11960
1435,0.01,False,FEMNIST,11480
1537,0.01,False,FEMNIST,12296
1554,0.01,False,FEMNIST,12432
1574,0.01,False,FEMNIST,12592
1583,0.01,False,FEMNIST,12664
1498,0.01,False,FEMNIST,11984
1572,0.01,False,FEMNIST,12576
1619,0.01,False,FEMNIST,12952
1596,0.01,False,FEMNIST,12768
1522,0.01,False,FEMNIST,12176
1554,0.01,False,FEMNIST,12432
1562,0.01,False,FEMNIST,12496
1591,0.01,False,FEMNIST,12728
1472,0.01,False,FEMNIST,11776
1422,0.01,False,FEMNIST,11376
1530,0.01,False,FEMNIST,12240
1470,0.01,False,FEMNIST,11760
1514,0.01,False,FEMNIST,12112
1529,0.01,False,FEMNIST,12232
1550,0.01,False,FEMNIST,12400
1522,0.01,False,FEMNIST,12176
1560,0.01,False,FEMNIST,12480
1477,0.01,False,FEMNIST,11816
1384,0.01,False,FEMNIST,11072
1553,0.01,False,FEMNIST,12424
1522,0.01,False,FEMNIST,12176
1524,0.01,False,FEMNIST,12192
1459,0.01,False,FEMNIST,11672
1573,0.01,False,FEMNIST,12584
1471,0.01,False,FEMNIST,11768
1524,0.01,False,FEMNIST,12192
1503,0.01,False,FEMNIST,12024
1477,0.01,False,FEMNIST,11816
1482,0.01,False,FEMNIST,11856
1504,0.01,False,FEMNIST,12032
1424,0.01,False,FEMNIST,11392
1516,0.01,False,FEMNIST,12128
1413,0.01,False,FEMNIST,11304
1472,0.01,False,FEMNIST,11776
1430,0.01,False,FEMNIST,11440
1473,0.01,False,FEMNIST,11784
1456,0.01,False,FEMNIST,11648
1486,0.01,False,FEMNIST,11888
1451,0.01,False,FEMNIST,11608
1488,0.01,False,FEMNIST,11904
1465,0.01,False,FEMNIST,11720
1426,0.01,False,FEMNIST,11408
1418,0.01,False,FEMNIST,11344
1452,0.01,False,FEMNIST,11616
1395,0.01,False,FEMNIST,11160
1398,0.01,False,FEMNIST,11184
1384,0.01,False,FEMNIST,11072
1384,0.01,False,FEMNIST,11072
1380,0.01,False,FEMNIST,11040
1370,0.01,False,FEMNIST,10960
1366,0.01,False,FEMNIST,10928
1420,0.01,False,FEMNIST,11360
1390,0.01,False,FEMNIST,11120
1384,0.01,False,FEMNIST,11072
1359,0.01,False,FEMNIST,10872
1363,0.01,False,FEMNIST,10904
1265,0.01,False,FEMNIST,10120
1282,0.01,False,FEMNIST,10256
1228,0.01,False,FEMNIST,9824
1226,0.01,False,FEMNIST,9808
1254,0.01,False,FEMNIST,10032
1200,0.01,False,FEMNIST,9600
1173,0.01,False,FEMNIST,9384
1255,0.01,False,FEMNIST,10040
1191,0.01,False,FEMNIST,9528
1183,0.01,False,FEMNIST,9464
1261,0.01,False,FEMNIST,10088
1228,0.01,False,FEMNIST,9824
1176,0.01,False,FEMNIST,9408
1102,0.01,False,FEMNIST,8816
1076,0.01,False,FEMNIST,8608
1136,0.01,False,FEMNIST,9088
1154,0.01,False,FEMNIST,9232
1173,0.01,False,FEMNIST,9384
1155,0.01,False,FEMNIST,9240
1200,0.01,False,FEMNIST,9600
1156,0.01,False,FEMNIST,9248
1147,0.01,False,FEMNIST,9176
1189,0.01,False,FEMNIST,9512
1089,0.01,False,FEMNIST,8712
982,0.01,False,FEMNIST,7856
1097,0.01,False,FEMNIST,8776
1055,0.01,False,FEMNIST,8440
1047,0.01,False,FEMNIST,8376
