time_taken,dataset,frac_clients,num_clients,num_rounds,approach,epochs,sparsify_by,keep_first_last,learning_rate,regularisation,losses,accs,bytes_size,spars_label
0 days 00:59:38.850701,CIFAR-10,0.3,15,180,Random,1,0.01,FALSE,0.1,0,"[(1, 2.301917325882685), (2, 2.3016567162105015), (3, 2.3016046910058883), (4, 2.301755055927095), (5, 2.3020315488179524), (6, 2.3123649188450406), (7, 2.312142749059768), (8, 2.310804028738113), (9, 2.3160856632959277), (10, 2.3150851771945047), (11, 2.3169517766861687), (12, 2.3185485771724155), (13, 2.3188402766273137), (14, 2.3233858426411946), (15, 2.3184654939742315), (16, 2.3272588707151867), (17, 2.3347170716240293), (18, 2.336695350919451), (19, 2.352097924550374), (20, 2.3555861768268405), (21, 2.352927357809884), (22, 2.354592820576259), (23, 2.352334157625834), (24, 2.3580539589836484), (25, 2.3597558089665003), (26, 2.3646745795295354), (27, 2.3629782517751057), (28, 2.358149380910964), (29, 2.362712287902832), (30, 2.3569607189723425), (31, 2.3603255544389996), (32, 2.3591508729117256), (33, 2.362165594100952), (34, 2.35869707152957), (35, 2.3648863451821462), (36, 2.3664998803819928), (37, 2.3698972134363085), (38, 2.361459986368815), (39, 2.360866676058088), (40, 2.379286784217471), (41, 2.377453663235619), (42, 2.383091113680885), (43, 2.373648804710025), (44, 2.3746264730181013), (45, 2.3726394335428873), (46, 2.375874219621931), (47, 2.3765339578901017), (48, 2.3727608839670817), (49, 2.3812661511557445), (50, 2.38584003221421), (51, 2.385475964773269), (52, 2.392359681356521), (53, 2.389164518174671), (54, 2.3848323549543107), (55, 2.3888932818458195), (56, 2.3750305448259628), (57, 2.382691664922805), (58, 2.37317537126087), (59, 2.3784979479653496), (60, 2.3710696333930605), (61, 2.365733664376395), (62, 2.3724156538645427), (63, 2.3720486118679953), (64, 2.3715509800683883), (65, 2.3603878543490455), (66, 2.363582801818848), (67, 2.355041753678095), (68, 2.362520880926223), (69, 2.357265209016346), (70, 2.3524958428882417), (71, 2.3462255716323854), (72, 2.337588192167736), (73, 2.3273590769086567), (74, 2.3203884351821173), (75, 2.3170810585930233), (76, 2.3195608479636056), (77, 2.3078981263296945), (78, 2.3100284235818047), (79, 2.3152910073598227), (80, 2.3339097840445384), (81, 2.338399058296567), (82, 2.3513739744822186), (83, 2.3408329713912237), (84, 2.323467186519078), (85, 2.313525594983782), (86, 2.3217517489478703), (87, 2.3098249844142367), (88, 2.3164458184015184), (89, 2.300531339645386), (90, 2.3037356989724294), (91, 2.296961446035476), (92, 2.2972616808755055), (93, 2.301476224263509), (94, 2.289636563119434), (95, 2.2870575814020064), (96, 2.27893632934207), (97, 2.276585497174944), (98, 2.274979569798424), (99, 2.257014531180972), (100, 2.252690247126988), (101, 2.2402472496032715), (102, 2.227447443916684), (103, 2.236715418951852), (104, 2.2350435938153947), (105, 2.2205250024795533), (106, 2.2092042605082196), (107, 2.2187877269018266), (108, 2.219158717564174), (109, 2.230701184272766), (110, 2.215680414154416), (111, 2.196966707138788), (112, 2.202933084397089), (113, 2.196645800272624), (114, 2.1939765101387385), (115, 2.1774886040460495), (116, 2.178299808502197), (117, 2.1735993385314942), (118, 2.174649003573826), (119, 2.181457566079639), (120, 2.174985196476891), (121, 2.163645950953166), (122, 2.160926780246553), (123, 2.1635224149340675), (124, 2.1592016220092773), (125, 2.1567860955283757), (126, 2.148643836520967), (127, 2.1584081434068225), (128, 2.157169380642119), (129, 2.142648875145685), (130, 2.1531390280950635), (131, 2.136340145837693), (132, 2.148318278221857), (133, 2.1526211239042734), (134, 2.158169134457906), (135, 2.1551076843625023), (136, 2.1656412749063403), (137, 2.1610688913436165), (138, 2.1417625983556112), (139, 2.1372371401105608), (140, 2.1454358929679507), (141, 2.1415530920028685), (142, 2.1443768819173177), (143, 2.146389428774516), (144, 2.1494741541998725), (145, 2.1465924773897442), (146, 2.128206535748073), (147, 2.1268239168893723), (148, 2.1246923912139164), (149, 2.12922724769229), (150, 2.123620589574178), (151, 2.1322352034705028), (152, 2.126315062386649), (153, 2.1273292416617986), (154, 2.138383144424075), (155, 2.1310420354207356), (156, 2.1129800410497754), (157, 2.120517921447754), (158, 2.1099355220794678), (159, 2.109682148978824), (160, 2.103356619108291), (161, 2.108885265531994), (162, 2.0898293256759644), (163, 2.0887661082404), (164, 2.095937455268133), (165, 2.103288625535511), (166, 2.106894910903204), (167, 2.1116849263509114), (168, 2.1068691685086205), (169, 2.096293440319243), (170, 2.106561929838998), (171, 2.093240809440613), (172, 2.1056890964508055), (173, 2.0909352211725145), (174, 2.082245319230216), (175, 2.09495161033812), (176, 2.089781154905047), (177, 2.0897510687510175), (178, 2.0895447628838677), (179, 2.0878145887738184), (180, 2.0809519109271823)]","[(1, 10.066666666666666), (2, 11.633333333333333), (3, 11.2), (4, 11.533333333333333), (5, 10.166666666666666), (6, 11.2), (7, 11.2), (8, 11.2), (9, 11.2), (10, 11.2), (11, 11.2), (12, 11.2), (13, 11.1), (14, 10.833333333333334), (15, 10.633333333333333), (16, 9.533333333333333), (17, 10.166666666666666), (18, 10.166666666666666), (19, 9.633333333333333), (20, 9.633333333333333), (21, 9.633333333333333), (22, 9.633333333333333), (23, 9.633333333333333), (24, 9.633333333333333), (25, 9.633333333333333), (26, 9.6), (27, 9.633333333333333), (28, 9.766666666666667), (29, 10.166666666666666), (30, 10.166666666666666), (31, 10.166666666666666), (32, 10.166666666666666), (33, 10.166666666666666), (34, 10.166666666666666), (35, 10.166666666666666), (36, 10.166666666666666), (37, 10.166666666666666), (38, 10.166666666666666), (39, 10.4), (40, 10.166666666666666), (41, 10.166666666666666), (42, 10.166666666666666), (43, 10.166666666666666), (44, 10.166666666666666), (45, 10.166666666666666), (46, 10.166666666666666), (47, 10.166666666666666), (48, 10.166666666666666), (49, 10.166666666666666), (50, 10.166666666666666), (51, 10.166666666666666), (52, 10.166666666666666), (53, 10.166666666666666), (54, 10.166666666666666), (55, 10.166666666666666), (56, 10.166666666666666), (57, 10.166666666666666), (58, 10.166666666666666), (59, 10.166666666666666), (60, 10.166666666666666), (61, 10.166666666666666), (62, 10.166666666666666), (63, 10.166666666666666), (64, 10.166666666666666), (65, 10.166666666666666), (66, 10.166666666666666), (67, 10.166666666666666), (68, 10.166666666666666), (69, 10.166666666666666), (70, 10.033333333333333), (71, 12.1), (72, 12.433333333333334), (73, 13.133333333333333), (74, 13.4), (75, 12.966666666666667), (76, 13.233333333333333), (77, 12.766666666666667), (78, 11.766666666666667), (79, 12.066666666666666), (80, 10.766666666666667), (81, 10.166666666666666), (82, 12.766666666666667), (83, 13.033333333333333), (84, 13.466666666666667), (85, 13.333333333333334), (86, 13.533333333333333), (87, 13.7), (88, 10.266666666666667), (89, 10.533333333333333), (90, 10.533333333333333), (91, 13.7), (92, 13.933333333333334), (93, 14.2), (94, 13.3), (95, 13.766666666666667), (96, 13.6), (97, 13.933333333333334), (98, 14.4), (99, 15.533333333333333), (100, 15.166666666666666), (101, 15.666666666666666), (102, 16.5), (103, 16.533333333333335), (104, 16.333333333333332), (105, 16.866666666666667), (106, 16.733333333333334), (107, 17.366666666666667), (108, 16.966666666666665), (109, 16.733333333333334), (110, 16.8), (111, 18.266666666666666), (112, 17.3), (113, 18.733333333333334), (114, 19.133333333333333), (115, 19.633333333333333), (116, 19.633333333333333), (117, 19.4), (118, 19.866666666666667), (119, 19.566666666666666), (120, 19.933333333333334), (121, 20.366666666666667), (122, 19.8), (123, 19.966666666666665), (124, 20.233333333333334), (125, 20.3), (126, 19.933333333333334), (127, 20.033333333333335), (128, 20.133333333333333), (129, 20.9), (130, 21.166666666666668), (131, 21.3), (132, 21.066666666666666), (133, 21.066666666666666), (134, 20.366666666666667), (135, 19.566666666666666), (136, 19.6), (137, 19.7), (138, 20.366666666666667), (139, 20.6), (140, 20.333333333333332), (141, 20.666666666666668), (142, 20.866666666666667), (143, 20.933333333333334), (144, 20.933333333333334), (145, 21.0), (146, 21.4), (147, 21.233333333333334), (148, 21.233333333333334), (149, 20.566666666666666), (150, 20.666666666666668), (151, 20.933333333333334), (152, 21.1), (153, 20.733333333333334), (154, 20.6), (155, 20.766666666666666), (156, 20.766666666666666), (157, 20.233333333333334), (158, 21.0), (159, 21.566666666666666), (160, 21.466666666666665), (161, 21.966666666666665), (162, 21.8), (163, 22.0), (164, 21.766666666666666), (165, 21.4), (166, 21.366666666666667), (167, 21.3), (168, 21.2), (169, 21.266666666666666), (170, 21.7), (171, 22.266666666666666), (172, 22.466666666666665), (173, 23.066666666666666), (174, 22.9), (175, 21.666666666666668), (176, 21.7), (177, 22.033333333333335), (178, 22.466666666666665), (179, 22.7), (180, 23.833333333333332)]",37704,1%
0 days 01:01:22.133198,CIFAR-10,0.3,15,180,Random,1,0.03,FALSE,0.1,0,"[(1, 2.3035457656497047), (2, 2.3068778219677153), (3, 2.3138992059798467), (4, 2.3189220610119046), (5, 2.340084307534354), (6, 2.3452035404386975), (7, 2.361566956837972), (8, 2.3639082590738933), (9, 2.3775394803001766), (10, 2.372675929750715), (11, 2.378541558129447), (12, 2.393178721836635), (13, 2.3944833460308255), (14, 2.3829067843300957), (15, 2.368704162325178), (16, 2.37379648117792), (17, 2.36796658379691), (18, 2.360784560158139), (19, 2.3706102734520322), (20, 2.3692293780190603), (21, 2.368791157858712), (22, 2.3613784472147623), (23, 2.3579225063323976), (24, 2.364073031289237), (25, 2.365258126031785), (26, 2.35654095468067), (27, 2.3577050436110722), (28, 2.3600591432480584), (29, 2.342760451634725), (30, 2.33154422215053), (31, 2.3193200883411227), (32, 2.299185711996896), (33, 2.2872254167284285), (34, 2.2663466226486935), (35, 2.243755912780762), (36, 2.2146929468427388), (37, 2.199580388977414), (38, 2.1917396079926266), (39, 2.1881630227679296), (40, 2.167199635505676), (41, 2.1814751182283674), (42, 2.191582742191496), (43, 2.189010758627029), (44, 2.184737046559652), (45, 2.1884934947604227), (46, 2.180443232400077), (47, 2.1691748244421825), (48, 2.147483935810271), (49, 2.1408166465305145), (50, 2.1190652722404115), (51, 2.118817054657709), (52, 2.1085968017578125), (53, 2.1070228508540563), (54, 2.111934831028893), (55, 2.1043152627490818), (56, 2.10926159790584), (57, 2.1071107012884958), (58, 2.0855995257695517), (59, 2.0795615809304375), (60, 2.081686240150815), (61, 2.0754527784529184), (62, 2.0541584503083), (63, 2.0525872798193068), (64, 2.0554560593196323), (65, 2.07866419951121), (66, 2.0723610662278675), (67, 2.070834465253921), (68, 2.068507673626854), (69, 2.058693289756775), (70, 2.054144539151873), (71, 2.0885935669853573), (72, 2.0631230025064378), (73, 2.0593829904283796), (74, 2.0656003531955536), (75, 2.050440615699405), (76, 2.02375955922263), (77, 2.04438019820622), (78, 2.037714719772339), (79, 2.0139000915345693), (80, 2.0075854551224483), (81, 1.9985546872729347), (82, 2.02315510454632), (83, 2.0120715561367217), (84, 1.9947228919892084), (85, 1.983210477374849), (86, 1.9815654062089465), (87, 1.9674107199623472), (88, 1.9438298157283238), (89, 1.9539036024184453), (90, 1.9427009026209514), (91, 1.9371214684985933), (92, 1.9318796623320806), (93, 1.9030320587612333), (94, 1.8872587272099086), (95, 1.8863381987526304), (96, 1.8898437670298984), (97, 1.8616115161350795), (98, 1.8621677182969594), (99, 1.8493191889354161), (100, 1.829344005811782), (101, 1.8275431735174996), (102, 1.8130441654296148), (103, 1.8193670545305525), (104, 1.8139248303004674), (105, 1.8088104781650363), (106, 1.78855402469635), (107, 1.7756320181347074), (108, 1.7896339427857173), (109, 1.7792626664752051), (110, 1.7699961230868384), (111, 1.7760498773484004), (112, 1.7668236880075363), (113, 1.7728549593970888), (114, 1.7599324771336147), (115, 1.7553560438610258), (116, 1.7298571700141543), (117, 1.7485549472627187), (118, 1.7529256253015428), (119, 1.7253308307556878), (120, 1.7237619876861572), (121, 1.7136485542569841), (122, 1.6978001685369581), (123, 1.6825239783241634), (124, 1.6924847080594017), (125, 1.680040801139105), (126, 1.6746545950571696), (127, 1.6835287241708665), (128, 1.6863410211744763), (129, 1.6797226633344378), (130, 1.6518790483474732), (131, 1.679740789958409), (132, 1.6896359534490677), (133, 1.6827873218627203), (134, 1.6767181294304985), (135, 1.670157863980248), (136, 1.6650186470576696), (137, 1.62984657174065), (138, 1.6136215209960938), (139, 1.6098188843045915), (140, 1.6374459016890752), (141, 1.6262605326516288), (142, 1.6101174831390381), (143, 1.6166012423379081), (144, 1.5927916333788916), (145, 1.601059721765064), (146, 1.5973320098150343), (147, 1.5964702640260968), (148, 1.604141978990464), (149, 1.579442895026434), (150, 1.5953248534883773), (151, 1.5788302444276356), (152, 1.5912972030185517), (153, 1.5793530520938692), (154, 1.564405884061541), (155, 1.5624696356909615), (156, 1.556525166829427), (157, 1.5432766539709908), (158, 1.5478730110895067), (159, 1.5685150271370298), (160, 1.543110826469603), (161, 1.5396957136335827), (162, 1.5328819093250092), (163, 1.556489568664914), (164, 1.537095502444676), (165, 1.5483808006559099), (166, 1.5187561500640143), (167, 1.5186958244868687), (168, 1.5196450153986614), (169, 1.5308585655121576), (170, 1.523695463225955), (171, 1.5116851749874296), (172, 1.511064907482692), (173, 1.4996160274460202), (174, 1.5231613147826422), (175, 1.5090184064138503), (176, 1.507638944898333), (177, 1.4990641230628603), (178, 1.4890311717987061), (179, 1.501569676399231), (180, 1.513904104913984)]","[(1, 9.633333333333333), (2, 10.4), (3, 10.4), (4, 10.4), (5, 9.166666666666666), (6, 9.633333333333333), (7, 9.633333333333333), (8, 9.633333333333333), (9, 9.633333333333333), (10, 10.166666666666666), (11, 10.166666666666666), (12, 10.166666666666666), (13, 10.166666666666666), (14, 10.166666666666666), (15, 10.166666666666666), (16, 10.166666666666666), (17, 10.166666666666666), (18, 10.166666666666666), (19, 10.166666666666666), (20, 9.633333333333333), (21, 9.633333333333333), (22, 12.966666666666667), (23, 10.466666666666667), (24, 9.533333333333333), (25, 9.633333333333333), (26, 9.533333333333333), (27, 9.566666666666666), (28, 9.7), (29, 11.033333333333333), (30, 10.366666666666667), (31, 11.833333333333334), (32, 13.366666666666667), (33, 10.3), (34, 14.466666666666667), (35, 12.233333333333333), (36, 16.466666666666665), (37, 17.4), (38, 18.033333333333335), (39, 17.733333333333334), (40, 18.0), (41, 18.6), (42, 17.533333333333335), (43, 18.433333333333334), (44, 17.833333333333332), (45, 18.466666666666665), (46, 18.333333333333332), (47, 19.033333333333335), (48, 19.833333333333332), (49, 20.266666666666666), (50, 21.0), (51, 21.1), (52, 21.6), (53, 21.4), (54, 22.433333333333334), (55, 21.033333333333335), (56, 20.866666666666667), (57, 20.633333333333333), (58, 21.666666666666668), (59, 22.033333333333335), (60, 22.466666666666665), (61, 22.433333333333334), (62, 24.766666666666666), (63, 23.8), (64, 23.033333333333335), (65, 22.1), (66, 21.366666666666667), (67, 23.0), (68, 23.8), (69, 23.7), (70, 23.9), (71, 22.433333333333334), (72, 23.533333333333335), (73, 23.8), (74, 23.533333333333335), (75, 24.133333333333333), (76, 25.3), (77, 24.5), (78, 24.933333333333334), (79, 26.1), (80, 26.433333333333334), (81, 26.466666666666665), (82, 25.666666666666668), (83, 26.8), (84, 27.166666666666668), (85, 27.433333333333334), (86, 27.966666666666665), (87, 28.466666666666665), (88, 29.466666666666665), (89, 29.366666666666667), (90, 29.2), (91, 29.5), (92, 29.533333333333335), (93, 29.966666666666665), (94, 30.833333333333332), (95, 31.733333333333334), (96, 30.9), (97, 31.3), (98, 31.966666666666665), (99, 32.6), (100, 32.833333333333336), (101, 33.233333333333334), (102, 33.166666666666664), (103, 33.266666666666666), (104, 33.8), (105, 33.9), (106, 34.833333333333336), (107, 34.766666666666666), (108, 35.03333333333333), (109, 34.4), (110, 35.333333333333336), (111, 35.3), (112, 35.233333333333334), (113, 34.53333333333333), (114, 35.1), (115, 35.833333333333336), (116, 35.833333333333336), (117, 36.46666666666667), (118, 35.53333333333333), (119, 36.53333333333333), (120, 37.06666666666667), (121, 36.3), (122, 36.766666666666666), (123, 37.43333333333333), (124, 37.266666666666666), (125, 37.2), (126, 37.53333333333333), (127, 37.43333333333333), (128, 37.56666666666667), (129, 37.86666666666667), (130, 38.7), (131, 37.6), (132, 37.7), (133, 37.13333333333333), (134, 38.233333333333334), (135, 38.13333333333333), (136, 39.53333333333333), (137, 39.5), (138, 40.56666666666667), (139, 40.833333333333336), (140, 40.5), (141, 40.3), (142, 40.6), (143, 39.8), (144, 40.4), (145, 40.56666666666667), (146, 40.93333333333333), (147, 40.833333333333336), (148, 41.0), (149, 41.43333333333333), (150, 40.8), (151, 41.46666666666667), (152, 40.96666666666667), (153, 41.833333333333336), (154, 41.13333333333333), (155, 41.96666666666667), (156, 42.36666666666667), (157, 42.666666666666664), (158, 42.43333333333333), (159, 41.46666666666667), (160, 42.53333333333333), (161, 43.333333333333336), (162, 43.166666666666664), (163, 43.43333333333333), (164, 42.5), (165, 43.46666666666667), (166, 44.4), (167, 44.6), (168, 44.36666666666667), (169, 44.733333333333334), (170, 44.4), (171, 44.7), (172, 44.13333333333333), (173, 44.333333333333336), (174, 44.43333333333333), (175, 44.43333333333333), (176, 44.4), (177, 45.266666666666666), (178, 45.333333333333336), (179, 45.6), (180, 44.6)]",113120,3%
0 days 01:02:17.483767,CIFAR-10,0.3,15,180,Random,1,0.05,FALSE,0.1,0,"[(1, 2.3075578916640507), (2, 2.3119968823024206), (3, 2.3134073961348762), (4, 2.320130171094622), (5, 2.32976618267241), (6, 2.338032461348034), (7, 2.345427844637916), (8, 2.3540302344730923), (9, 2.3752534026191348), (10, 2.3651743298485166), (11, 2.3640829495021274), (12, 2.366533084142776), (13, 2.3669440269470217), (14, 2.3579264777047295), (15, 2.3725314549037386), (16, 2.3769461359296526), (17, 2.3802103178841727), (18, 2.367078163510277), (19, 2.359127235412598), (20, 2.3573134967259), (21, 2.3288649808792843), (22, 2.329127447945731), (23, 2.3089185805547805), (24, 2.2597390379224507), (25, 2.275385563714164), (26, 2.2322915644872756), (27, 2.218183700243632), (28, 2.2163412241708667), (29, 2.219563941728501), (30, 2.1772693679446267), (31, 2.1484938451222013), (32, 2.1735879512060254), (33, 2.1348712535131544), (34, 2.1662701720283146), (35, 2.106001327151344), (36, 2.1004841849917457), (37, 2.105383966082618), (38, 2.0931522403444562), (39, 2.110777659643264), (40, 2.1301849092756), (41, 2.1023693243662516), (42, 2.0632075548171995), (43, 2.0633344332377117), (44, 2.0587426980336505), (45, 2.0585116125288465), (46, 2.0576777072179886), (47, 2.050240337281), (48, 2.0817074287505375), (49, 2.057457255181812), (50, 2.0075884387606666), (51, 2.017545365151905), (52, 2.0137622617539908), (53, 2.0064113548823763), (54, 2.0014318125588555), (55, 1.9891572180248442), (56, 1.977122651963007), (57, 1.962603943688529), (58, 1.9483456634339833), (59, 1.9713681482133412), (60, 1.9111682857785905), (61, 1.899200135185605), (62, 1.8863820041928971), (63, 1.9106809525262742), (64, 1.8951479559852964), (65, 1.8558249110267275), (66, 1.8474633284977504), (67, 1.8474185410000028), (68, 1.8460567644664219), (69, 1.800261810847691), (70, 1.803006360644386), (71, 1.7970229648408436), (72, 1.781684474718003), (73, 1.785994491123018), (74, 1.7498715150923956), (75, 1.737409480412801), (76, 1.7399009647823516), (77, 1.7261902548017956), (78, 1.7141283625648136), (79, 1.7056114094597952), (80, 1.687053386370341), (81, 1.6856798535301571), (82, 1.6928329388300578), (83, 1.6902179752077375), (84, 1.6809452261243547), (85, 1.6457939125242687), (86, 1.6486572265625), (87, 1.6416710547038487), (88, 1.6411685307820638), (89, 1.6151978992280507), (90, 1.634278736795698), (91, 1.6077328386760894), (92, 1.608232808113098), (93, 1.598204499199277), (94, 1.5926331349781582), (95, 1.5984186274664742), (96, 1.5914799133936564), (97, 1.583197790100461), (98, 1.5754233014015924), (99, 1.5778035867781866), (100, 1.5657904511406309), (101, 1.5634560289837065), (102, 1.5860393263044812), (103, 1.5696018196287609), (104, 1.5685908328919185), (105, 1.5473225162142799), (106, 1.5490458261399043), (107, 1.5511492717833746), (108, 1.519065132595244), (109, 1.506660967213767), (110, 1.5215428624834333), (111, 1.5224951312655495), (112, 1.5338286808558872), (113, 1.51439931619735), (114, 1.492482222261883), (115, 1.4926097801753453), (116, 1.5035695291700817), (117, 1.487028463681539), (118, 1.494538564909072), (119, 1.492516966093154), (120, 1.4818890140170142), (121, 1.4794131131399246), (122, 1.4758323192596436), (123, 1.4651602353368487), (124, 1.4733878464925856), (125, 1.468768236750648), (126, 1.4733642231850397), (127, 1.465001182329087), (128, 1.4698792889004662), (129, 1.4609622001647948), (130, 1.4537623473576138), (131, 1.4425149730273656), (132, 1.4347578366597493), (133, 1.4706735406603133), (134, 1.4422445904640924), (135, 1.4548686203502474), (136, 1.4363427888779414), (137, 1.4323680173783075), (138, 1.4215889011110578), (139, 1.4249631722768148), (140, 1.4217605193456013), (141, 1.4212841925166901), (142, 1.4173384717532567), (143, 1.4135520282245817), (144, 1.4487640676044282), (145, 1.410867951029823), (146, 1.427842478525071), (147, 1.4180726363545373), (148, 1.4045268785385858), (149, 1.3941979834011622), (150, 1.379266631603241), (151, 1.4082941702433995), (152, 1.3951594647907075), (153, 1.4012393026124863), (154, 1.400336594241006), (155, 1.404297365461077), (156, 1.3899089614550273), (157, 1.3843357421102978), (158, 1.3676399259340195), (159, 1.3806347835631598), (160, 1.3723484794298808), (161, 1.3727036135537283), (162, 1.3871558802468436), (163, 1.3570329586664835), (164, 1.3716203008379255), (165, 1.3829872409502666), (166, 1.3944970318249295), (167, 1.3554827383586339), (168, 1.3594349009650095), (169, 1.3406582883426121), (170, 1.358914682411012), (171, 1.3518265627679371), (172, 1.339653109936487), (173, 1.3391216090747289), (174, 1.3425908048947652), (175, 1.3325701543263027), (176, 1.3272048592567445), (177, 1.3422343333562214), (178, 1.3309084625471206), (179, 1.3317296851248968), (180, 1.3258638938268026)]","[(1, 10.266666666666667), (2, 11.4), (3, 10.4), (4, 10.4), (5, 10.4), (6, 9.633333333333333), (7, 10.366666666666667), (8, 10.166666666666666), (9, 11.533333333333333), (10, 10.166666666666666), (11, 10.166666666666666), (12, 10.166666666666666), (13, 10.166666666666666), (14, 10.166666666666666), (15, 10.166666666666666), (16, 10.166666666666666), (17, 13.133333333333333), (18, 9.766666666666667), (19, 11.566666666666666), (20, 12.1), (21, 12.0), (22, 13.633333333333333), (23, 11.1), (24, 11.6), (25, 12.333333333333334), (26, 13.366666666666667), (27, 15.9), (28, 17.433333333333334), (29, 16.566666666666666), (30, 18.1), (31, 20.333333333333332), (32, 19.233333333333334), (33, 20.633333333333333), (34, 20.2), (35, 21.1), (36, 21.4), (37, 21.733333333333334), (38, 21.9), (39, 22.7), (40, 21.366666666666667), (41, 21.5), (42, 24.633333333333333), (43, 24.1), (44, 25.6), (45, 24.866666666666667), (46, 24.9), (47, 24.766666666666666), (48, 23.7), (49, 26.133333333333333), (50, 26.9), (51, 26.7), (52, 27.6), (53, 28.066666666666666), (54, 28.233333333333334), (55, 29.7), (56, 30.0), (57, 30.1), (58, 31.066666666666666), (59, 30.533333333333335), (60, 32.5), (61, 33.266666666666666), (62, 32.56666666666667), (63, 31.733333333333334), (64, 32.13333333333333), (65, 33.766666666666666), (66, 33.4), (67, 34.06666666666667), (68, 33.733333333333334), (69, 34.9), (70, 34.36666666666667), (71, 35.2), (72, 35.3), (73, 35.333333333333336), (74, 36.36666666666667), (75, 36.53333333333333), (76, 37.1), (77, 37.4), (78, 37.63333333333333), (79, 37.266666666666666), (80, 38.63333333333333), (81, 38.8), (82, 37.43333333333333), (83, 38.2), (84, 38.86666666666667), (85, 39.8), (86, 38.833333333333336), (87, 39.5), (88, 39.233333333333334), (89, 41.1), (90, 40.46666666666667), (91, 40.63333333333333), (92, 41.166666666666664), (93, 41.333333333333336), (94, 41.666666666666664), (95, 41.53333333333333), (96, 42.06666666666667), (97, 41.1), (98, 41.766666666666666), (99, 42.2), (100, 41.666666666666664), (101, 42.4), (102, 41.8), (103, 42.5), (104, 42.43333333333333), (105, 43.166666666666664), (106, 43.03333333333333), (107, 43.53333333333333), (108, 43.86666666666667), (109, 44.333333333333336), (110, 43.93333333333333), (111, 43.766666666666666), (112, 43.666666666666664), (113, 43.63333333333333), (114, 44.4), (115, 44.56666666666667), (116, 44.36666666666667), (117, 44.7), (118, 44.93333333333333), (119, 45.56666666666667), (120, 45.4), (121, 45.166666666666664), (122, 45.56666666666667), (123, 45.666666666666664), (124, 45.46666666666667), (125, 46.03333333333333), (126, 45.56666666666667), (127, 45.766666666666666), (128, 45.36666666666667), (129, 45.86666666666667), (130, 45.86666666666667), (131, 46.233333333333334), (132, 46.8), (133, 46.233333333333334), (134, 46.63333333333333), (135, 46.93333333333333), (136, 46.733333333333334), (137, 47.03333333333333), (138, 47.6), (139, 47.36666666666667), (140, 48.1), (141, 48.0), (142, 47.766666666666666), (143, 47.46666666666667), (144, 47.233333333333334), (145, 47.733333333333334), (146, 47.9), (147, 48.3), (148, 48.56666666666667), (149, 49.13333333333333), (150, 48.766666666666666), (151, 48.333333333333336), (152, 48.43333333333333), (153, 48.6), (154, 49.3), (155, 48.5), (156, 49.166666666666664), (157, 50.3), (158, 49.8), (159, 49.7), (160, 49.8), (161, 50.43333333333333), (162, 50.333333333333336), (163, 50.36666666666667), (164, 50.4), (165, 49.4), (166, 49.6), (167, 50.266666666666666), (168, 51.36666666666667), (169, 51.4), (170, 51.13333333333333), (171, 51.43333333333333), (172, 51.96666666666667), (173, 51.63333333333333), (174, 51.53333333333333), (175, 51.333333333333336), (176, 51.733333333333334), (177, 51.766666666666666), (178, 51.733333333333334), (179, 51.96666666666667), (180, 52.766666666666666)]",188528,5%
